seq,key,time,price,size,sequence,bid,ask,last,bidSize,askSize,lastSize,quoteTime,tradeTime,level,bidIncr,askIncr,TimeDate,TradeDate,QuoteDate
4877,QQQ,1603322675667,284.59,200,126447,284.55,284.6,0,0,0,0,0,0,3,0,0,10/21/2020 7:24:35 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4878,QQQ,1603322675672,284.59,800,126448,284.55,284.6,0,0,0,0,0,0,3,0,0,10/21/2020 7:24:35 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4879,QQQ,1603322676139,284.58,50,126449,284.55,284.59,0,0,0,0,0,0,3,0,0,10/21/2020 7:24:36 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4880,QQQ,1603322680164,284.55,8,126450,284.53,284.58,0,0,0,0,0,0,3,0,0,10/21/2020 7:24:40 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4881,QQQ,1603322681285,284.54,100,126451,284.49,284.55,0,0,0,0,0,0,4,0,0,10/21/2020 7:24:41 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4882,QQQ,1603322702189,284.5,300,126452,284.48,284.52,0,0,0,0,0,0,3,0,0,10/21/2020 7:25:02 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4883,QQQ,1603322702189,284.49,500,126453,284.48,284.52,0,0,0,0,0,0,2,0,0,10/21/2020 7:25:02 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4884,QQQ,1603322702689,284.52,200,126454,284.49,284.52,0,0,0,0,0,0,4,0,0,10/21/2020 7:25:02 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4885,QQQ,1603322705772,284.49,100,126455,284.49,284.54,0,0,0,0,0,0,2,0,0,10/21/2020 7:25:05 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4886,QQQ,1603322705772,284.49,300,126456,284.49,284.54,0,0,0,0,0,0,2,0,0,10/21/2020 7:25:05 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4887,QQQ,1603322705772,284.49,600,126457,284.49,284.54,0,0,0,0,0,0,2,0,0,10/21/2020 7:25:05 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4888,QQQ,1603322711751,284.52,300,126458,284.5,284.52,0,0,0,0,0,0,4,0,0,10/21/2020 7:25:11 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4889,QQQ,1603322721481,284.59,200,126459,284.58,284.62,0,0,0,0,0,0,3,0,0,10/21/2020 7:25:21 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4890,QQQ,1603322721481,284.58,200,126460,284.58,284.62,0,0,0,0,0,0,2,0,0,10/21/2020 7:25:21 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4891,QQQ,1603322721481,284.58,100,126461,284.58,284.62,0,0,0,0,0,0,2,0,0,10/21/2020 7:25:21 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4892,QQQ,1603322723331,284.64,200,126462,284.6,284.65,0,0,0,0,0,0,4,0,0,10/21/2020 7:25:23 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4893,QQQ,1603322729884,284.58,200,126463,284.58,284.62,0,0,0,0,0,0,2,0,0,10/21/2020 7:25:29 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4894,QQQ,1603322745380,284.63,2,126464,284.64,284.69,0,0,0,0,0,0,1,0,0,10/21/2020 7:25:45 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4895,QQQ,1603322746615,284.68,1,126465,284.63,284.69,0,0,0,0,0,0,3,0,0,10/21/2020 7:25:46 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4896,QQQ,1603322767179,284.63,43,126466,284.63,284.68,0,0,0,0,0,0,2,0,0,10/21/2020 7:26:07 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4897,QQQ,1603322786216,284.64,1,126467,284.64,284.67,0,0,0,0,0,0,2,0,0,10/21/2020 7:26:26 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4898,QQQ,1603322815874,284.67,300,126468,284.62,284.67,0,0,0,0,0,0,4,0,0,10/21/2020 7:26:55 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4899,QQQ,1603322817595,284.67,100,126469,284.63,284.67,0,0,0,0,0,0,4,0,0,10/21/2020 7:26:57 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4900,QQQ,1603322840344,284.67,100,126470,284.66,284.67,0,0,0,0,0,0,4,0,0,10/21/2020 7:27:20 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4901,QQQ,1603322860021,284.69,2,126471,284.64,284.69,0,0,0,0,0,0,4,0,0,10/21/2020 7:27:40 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4902,QQQ,1603322862776,284.67,47,126472,284.63,284.69,0,0,0,0,0,0,3,0,0,10/21/2020 7:27:42 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4903,QQQ,1603322890855,284.65,1,126473,284.61,284.66,0,0,0,0,0,0,3,0,0,10/21/2020 7:28:10 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4904,QQQ,1603322955171,284.59,500,126474,284.59,284.6,0,0,0,0,0,0,2,0,0,10/21/2020 7:29:15 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4905,QQQ,1603322955172,284.59,200,126475,284.59,284.6,0,0,0,0,0,0,2,0,0,10/21/2020 7:29:15 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4906,QQQ,1603322955173,284.59,200,126476,284.59,284.6,0,0,0,0,0,0,2,0,0,10/21/2020 7:29:15 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4907,QQQ,1603322955174,284.59,200,126477,284.59,284.6,0,0,0,0,0,0,2,0,0,10/21/2020 7:29:15 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4908,QQQ,1603322955175,284.59,200,126478,284.59,284.6,0,0,0,0,0,0,2,0,0,10/21/2020 7:29:15 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4909,QQQ,1603322955175,284.59,200,126479,284.59,284.6,0,0,0,0,0,0,2,0,0,10/21/2020 7:29:15 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4910,QQQ,1603322955175,284.59,370,126480,284.59,284.6,0,0,0,0,0,0,2,0,0,10/21/2020 7:29:15 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4911,QQQ,1603322960161,284.58,100,126481,284.57,284.58,0,0,0,0,0,0,4,0,0,10/21/2020 7:29:20 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4912,QQQ,1603322961971,284.57,80,126482,284.54,284.58,0,0,0,0,0,0,4,0,0,10/21/2020 7:29:21 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4913,QQQ,1603322972565,284.54,100,126483,284.5,284.55,0,0,0,0,0,0,4,0,0,10/21/2020 7:29:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4914,QQQ,1603322982185,284.5,33,126484,284.5,284.55,0,0,0,0,0,0,2,0,0,10/21/2020 7:29:42 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4915,QQQ,1603322982185,284.5,300,126485,284.5,284.55,0,0,0,0,0,0,2,0,0,10/21/2020 7:29:42 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4916,QQQ,1603323011786,284.53,5,126486,284.48,284.53,0,0,0,0,0,0,4,0,0,10/21/2020 7:30:11 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4917,QQQ,1603323044714,284.61,1,126487,284.57,284.61,0,0,0,0,0,0,4,0,0,10/21/2020 7:30:44 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4918,QQQ,1603323048169,284.62,100,126488,284.57,284.62,0,0,0,0,0,0,4,0,0,10/21/2020 7:30:48 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4919,QQQ,1603323052852,284.57,200,126489,284.57,284.62,0,0,0,0,0,0,2,0,0,10/21/2020 7:30:52 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4920,QQQ,1603323078519,284.6,100,126490,284.6,284.61,0,0,0,0,0,0,2,0,0,10/21/2020 7:31:18 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4921,QQQ,1603323120149,284.59,11,126491,284.59,284.62,0,0,0,0,0,0,2,0,0,10/21/2020 7:32:00 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4922,QQQ,1603323127673,284.6,10,126492,284.58,284.62,0,0,0,0,0,0,3,0,0,10/21/2020 7:32:07 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4923,QQQ,1603323140007,284.6,500,126493,284.6,284.63,0,0,0,0,0,0,2,0,0,10/21/2020 7:32:20 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4924,QQQ,1603323140007,284.6,500,126494,284.6,284.63,0,0,0,0,0,0,2,0,0,10/21/2020 7:32:20 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4925,QQQ,1603323153997,284.58,188,126495,284.58,284.6,0,0,0,0,0,0,2,0,0,10/21/2020 7:32:33 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4926,QQQ,1603323160093,284.6,5,126496,284.56,284.6,0,0,0,0,0,0,4,0,0,10/21/2020 7:32:40 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4927,QQQ,1603323162843,284.59,20,126497,284.56,284.6,0,0,0,0,0,0,3,0,0,10/21/2020 7:32:42 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4928,QQQ,1603323180341,284.61,100,126498,284.56,284.61,0,0,0,0,0,0,4,0,0,10/21/2020 7:33:00 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4929,QQQ,1603323192609,284.58,69,126499,284.57,284.63,0,0,0,0,0,0,2,0,0,10/21/2020 7:33:12 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4930,QQQ,1603323192773,284.58,31,126500,284.57,284.63,0,0,0,0,0,0,2,0,0,10/21/2020 7:33:12 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4931,QQQ,1603323209442,284.61,600,126501,284.56,284.61,0,0,0,0,0,0,4,0,0,10/21/2020 7:33:29 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4932,QQQ,1603323209442,284.61,400,126502,284.56,284.61,0,0,0,0,0,0,4,0,0,10/21/2020 7:33:29 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4933,QQQ,1603323221116,284.58,1,126503,284.53,284.6,0,0,0,0,0,0,3,0,0,10/21/2020 7:33:41 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4934,QQQ,1603323221116,284.58,499,126504,284.53,284.6,0,0,0,0,0,0,3,0,0,10/21/2020 7:33:41 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4935,QQQ,1603323222625,284.54,200,126505,284.53,284.57,0,0,0,0,0,0,3,0,0,10/21/2020 7:33:42 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4936,QQQ,1603323230762,284.55,1,126506,284.55,284.57,0,0,0,0,0,0,2,0,0,10/21/2020 7:33:50 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4937,QQQ,1603323235453,284.57,200,126507,284.54,284.57,0,0,0,0,0,0,4,0,0,10/21/2020 7:33:55 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
49768,QQQ,1603323625526,283.42,25,127089,283.42,283.45,0,0,0,0,0,0,2,0,0,10/21/2020 7:40:25 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
49769,QQQ,1603323626726,283.39,500,127090,283.42,283.47,0,0,0,0,0,0,1,0,0,10/21/2020 7:40:26 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
49770,QQQ,1603323626744,283.4,200,127091,283.42,283.47,0,0,0,0,0,0,1,0,0,10/21/2020 7:40:26 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
