seq,key,time,price,size,sequence,bid,ask,last,bidSize,askSize,lastSize,quoteTime,tradeTime,level,bidIncr,askIncr
3746,SPY,1601060069855,327.86,300,192681,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3747,SPY,1601060069855,327.86,378,192682,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3748,SPY,1601060069855,327.86,300,192683,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3749,SPY,1601060069855,327.86,100,192684,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3750,SPY,1601060069855,327.86,100,192685,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3751,SPY,1601060069855,327.86,300,192686,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3752,SPY,1601060069855,327.86,100,192687,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3753,SPY,1601060069855,327.86,100,192688,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3754,SPY,1601060069855,327.86,500,192689,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3755,SPY,1601060069864,327.87,100,192690,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3756,SPY,1601060069864,327.87,100,192691,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3757,SPY,1601060069864,327.87,100,192692,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3758,SPY,1601060069864,327.87,200,192693,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3759,SPY,1601060069864,327.87,200,192694,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3760,SPY,1601060069864,327.87,100,192695,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3761,SPY,1601060069864,327.87,914,192696,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3762,SPY,1601060069864,327.86,100,192697,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3763,SPY,1601060069866,327.85,100,192698,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3764,SPY,1601060069866,327.86,200,192699,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3765,SPY,1601060069866,327.86,100,192700,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3766,SPY,1601060069866,327.86,200,192701,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3767,SPY,1601060069866,327.87,100,192702,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3768,SPY,1601060069866,327.86,100,192703,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3769,SPY,1601060069866,327.86,200,192704,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3770,SPY,1601060069866,327.86,100,192705,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3771,SPY,1601060069866,327.86,100,192706,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3772,SPY,1601060069866,327.86,100,192707,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3773,SPY,1601060069866,327.85,200,192708,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3774,SPY,1601060069866,327.85,100,192709,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3775,SPY,1601060069866,327.86,100,192710,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3776,SPY,1601060069866,327.86,500,192711,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3777,SPY,1601060069866,327.86,500,192712,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3778,SPY,1601060069866,327.86,100,192713,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3779,SPY,1601060069866,327.86,100,192714,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3780,SPY,1601060069866,327.86,100,192715,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3781,SPY,1601060069866,327.86,100,192716,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3782,SPY,1601060069866,327.86,300,192717,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3783,SPY,1601060069866,327.86,200,192718,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3784,SPY,1601060069866,327.85,100,192719,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3785,SPY,1601060069866,327.85,100,192720,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3786,SPY,1601060069866,327.86,100,192721,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3787,SPY,1601060069866,327.86,100,192722,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3788,SPY,1601060069866,327.86,100,192723,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3789,SPY,1601060069866,327.86,100,192724,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3790,SPY,1601060069866,327.85,100,192725,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3791,SPY,1601060069866,327.85,100,192726,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3792,SPY,1601060069866,327.85,100,192727,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3793,SPY,1601060069866,327.85,200,192728,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3794,SPY,1601060069869,327.86,100,192729,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3795,SPY,1601060069869,327.86,700,192730,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3796,SPY,1601060069871,327.895,100,192731,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3797,SPY,1601060069878,327.85,923,192732,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3798,SPY,1601060069894,327.85,700,192733,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3799,SPY,1601060069896,327.87,100,192734,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3800,SPY,1601060069906,327.86,256,192735,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3801,SPY,1601060069914,327.87,100,192736,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3802,SPY,1601060069920,327.86,600,192737,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3803,SPY,1601060069987,327.87,100,192738,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3804,SPY,1601060069987,327.87,100,192739,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3805,SPY,1601060070011,327.8699,100,192740,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3806,SPY,1601060070011,327.8699,100,192741,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3807,SPY,1601060070039,327.88,500,192742,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3808,SPY,1601060070039,327.88,100,192743,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3809,SPY,1601060070039,327.87,200,192744,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3810,SPY,1601060070039,327.88,500,192745,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3811,SPY,1601060070039,327.87,200,192746,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3812,SPY,1601060070040,327.88,300,192747,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3813,SPY,1601060070040,327.88,786,192748,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3814,SPY,1601060070040,327.88,500,192749,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3815,SPY,1601060070040,327.88,100,192750,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3816,SPY,1601060070040,327.8675,100,192751,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3817,SPY,1601060070042,327.88,500,192752,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3818,SPY,1601060070046,327.88,660,192753,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3819,SPY,1601060070047,327.88,100,192754,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3820,SPY,1601060070047,327.88,100,192755,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3821,SPY,1601060070116,327.9,100,192756,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3822,SPY,1601060070116,327.9,100,192757,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3823,SPY,1601060070116,327.9,100,192758,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3824,SPY,1601060070116,327.9,400,192759,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3825,SPY,1601060070116,327.9,200,192760,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3826,SPY,1601060070116,327.9,100,192761,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3827,SPY,1601060070116,327.91,100,192762,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3828,SPY,1601060070116,327.91,100,192763,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3829,SPY,1601060070116,327.91,100,192764,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3830,SPY,1601060070116,327.91,400,192765,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3831,SPY,1601060070116,327.91,200,192766,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3832,SPY,1601060070116,327.91,100,192767,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3833,SPY,1601060070116,327.92,300,192768,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,5,0,0
3834,SPY,1601060070116,327.92,100,192769,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,5,0,0
3835,SPY,1601060070116,327.92,100,192770,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,5,0,0
3836,SPY,1601060070116,327.9,200,192771,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3837,SPY,1601060070116,327.89,100,192772,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3838,SPY,1601060070116,327.89,200,192773,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3839,SPY,1601060070116,327.9,100,192774,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3840,SPY,1601060070116,327.9,100,192775,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3841,SPY,1601060070116,327.9,100,192776,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3842,SPY,1601060070116,327.91,100,192777,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3843,SPY,1601060070116,327.9,100,192778,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3844,SPY,1601060070116,327.9,100,192779,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3845,SPY,1601060070116,327.9,100,192780,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3846,SPY,1601060070116,327.9,100,192781,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3847,SPY,1601060070116,327.9,100,192782,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3848,SPY,1601060070116,327.9,100,192783,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3849,SPY,1601060070116,327.91,100,192784,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3850,SPY,1601060070116,327.9,100,192785,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3851,SPY,1601060070116,327.91,100,192786,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3852,SPY,1601060070116,327.91,300,192787,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3853,SPY,1601060070116,327.91,100,192788,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3854,SPY,1601060070116,327.91,100,192789,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3855,SPY,1601060070116,327.91,200,192790,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3856,SPY,1601060070117,327.9,100,192791,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3857,SPY,1601060070117,327.9,100,192792,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3858,SPY,1601060070117,327.9,100,192793,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3859,SPY,1601060070120,327.9,400,192794,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3860,SPY,1601060070128,327.9,645,192795,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3861,SPY,1601060070145,327.865,100,192796,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3862,SPY,1601060070164,327.9,100,192797,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3863,SPY,1601060070164,327.9,100,192798,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3864,SPY,1601060070164,327.9,100,192799,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3865,SPY,1601060070172,327.9,100,192800,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3866,SPY,1601060070173,327.9,100,192801,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3867,SPY,1601060070173,327.9,100,192802,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3868,SPY,1601060070176,327.865,100,192803,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3869,SPY,1601060070182,327.9,100,192804,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3870,SPY,1601060070182,327.9,100,192805,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3871,SPY,1601060070182,327.9,100,192806,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3872,SPY,1601060070184,327.9,100,192807,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3873,SPY,1601060070186,327.9,2157,192808,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3874,SPY,1601060070199,327.91,100,192809,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3875,SPY,1601060070243,327.91,100,192810,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3876,SPY,1601060070243,327.91,100,192811,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3877,SPY,1601060070243,327.91,100,192812,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3878,SPY,1601060070243,327.91,100,192813,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3879,SPY,1601060070247,327.9,100,192814,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3880,SPY,1601060070247,327.9,100,192815,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3881,SPY,1601060070543,327.9,100,192816,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3882,SPY,1601060070573,327.9,100,192817,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3883,SPY,1601060070574,327.9,100,192818,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3884,SPY,1601060070574,327.9,100,192819,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3885,SPY,1601060070578,327.8999,1400,192820,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3886,SPY,1601060070581,327.9,100,192821,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3887,SPY,1601060070581,327.9,100,192822,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3888,SPY,1601060070700,327.895,200,192823,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3889,SPY,1601060070700,327.9,377,192824,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3890,SPY,1601060070700,327.9,100,192825,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3891,SPY,1601060070700,327.9,100,192826,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3892,SPY,1601060070700,327.9,100,192827,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3893,SPY,1601060070700,327.9,100,192828,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3894,SPY,1601060070700,327.9,100,192829,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3895,SPY,1601060070700,327.9,200,192830,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3896,SPY,1601060070700,327.9,100,192831,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3897,SPY,1601060070701,327.91,100,192832,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3898,SPY,1601060070701,327.91,100,192833,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3899,SPY,1601060070701,327.91,100,192834,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3900,SPY,1601060070701,327.91,100,192835,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3901,SPY,1601060070701,327.91,100,192836,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3902,SPY,1601060070701,327.91,400,192837,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3903,SPY,1601060070701,327.91,100,192838,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3904,SPY,1601060070702,327.91,200,192839,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3905,SPY,1601060070702,327.91,400,192840,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3906,SPY,1601060070702,327.91,100,192841,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,4,0,0
3907,SPY,1601060071013,327.9,100,192842,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3908,SPY,1601060071072,327.8918,100,192843,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,1,0,0
3909,SPY,1601060071332,327.9,100,192844,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3910,SPY,1601060071332,327.9,300,192845,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3911,SPY,1601060071332,327.9,135,192846,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3912,SPY,1601060071332,327.9,200,192847,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3913,SPY,1601060071332,327.9,200,192848,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3914,SPY,1601060071332,327.9,100,192849,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
3915,SPY,1601060071340,327.9011,395,192850,327.9,327.91,327.9011,1000,1100,300,1601060071553,1601060071340,2,0,0
11423,SPY,1601061575631,329.41,100,213497,329.4,329.42,329.4,900,600,100,1601061576059,1601061575631,3,0,0
11424,SPY,1601061575631,329.41,200,213498,329.4,329.42,329.4,900,600,100,1601061576059,1601061575631,3,0,0
11425,SPY,1601061575631,329.4,200,213499,329.4,329.42,329.4,900,600,100,1601061576059,1601061575631,2,0,0
11426,SPY,1601061575631,329.4,1500,213500,329.4,329.42,329.4,900,600,100,1601061576059,1601061575631,2,0,0
11427,SPY,1601061575631,329.4,100,213501,329.4,329.42,329.4,900,600,100,1601061576059,1601061575631,2,0,0
11428,SPY,1601061575631,329.4,100,213502,329.4,329.42,329.4,900,600,100,1601061576059,1601061575631,2,0,0
11429,SPY,1601061576723,329.41,100,213503,329.4,329.41,329.405,1500,100,100,1601061576795,1601061576824,4,0,0
11430,SPY,1601061576767,329.41,100,213504,329.4,329.41,329.405,1500,100,100,1601061576795,1601061576824,4,0,0
11431,SPY,1601061576824,329.405,100,213505,329.4,329.41,329.405,1500,100,100,1601061576795,1601061576824,2,0,0
11432,SPY,1601061577352,329.41,100,213506,329.4,329.41,329.405,1500,100,100,1601061576795,1601061576824,4,0,0
11433,SPY,1601061577563,329.4,100,213507,329.4,329.41,329.41,1000,100,200,1601061577881,1601061577880,2,0,0
11434,SPY,1601061577880,329.41,200,213508,329.4,329.41,329.41,1000,100,200,1601061577881,1601061577880,4,0,0
11435,SPY,1601061578216,329.41,100,213509,329.4,329.41,329.41,1000,100,200,1601061577881,1601061577880,4,0,0
11436,SPY,1601061578709,329.4199,100,213510,329.41,329.42,329.42,900,100,100,1601061579018,1601061578987,2,0,0.010009766
11437,SPY,1601061578781,329.42,100,213511,329.41,329.42,329.42,900,100,100,1601061579018,1601061578987,4,0,0
11438,SPY,1601061578902,329.4165,100,213512,329.41,329.42,329.42,900,100,100,1601061579018,1601061578987,2,0,0
11439,SPY,1601061578987,329.42,100,213513,329.41,329.42,329.42,900,100,100,1601061579018,1601061578987,4,0,0
11440,SPY,1601061579529,329.42,100,213514,329.41,329.42,329.42,900,100,100,1601061579018,1601061578987,4,0,0
11441,SPY,1601061580020,329.42,100,213515,329.41,329.42,329.42,200,800,100,1601061579929,1601061579529,4,0,0
11442,SPY,1601061580020,329.42,100,213516,329.41,329.42,329.42,200,800,100,1601061579929,1601061579529,4,0,0
11443,SPY,1601061580675,329.42,100,213517,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,2,0,0.009979248
11444,SPY,1601061580921,329.425,100,213518,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,2,0,0
11445,SPY,1601061581282,329.425,100,213519,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,2,0,0
11446,SPY,1601061581282,329.42,100,213520,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,2,0,0
11447,SPY,1601061581282,329.42,100,213521,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,2,0,0
11448,SPY,1601061581283,329.42,100,213522,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,2,0,0
11449,SPY,1601061581297,329.425,100,213523,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,2,0,0
11450,SPY,1601061581297,329.425,100,213524,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,2,0,0
11451,SPY,1601061581298,329.4201,100,213525,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,2,0,0
11452,SPY,1601061581299,329.4201,100,213526,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,2,0,0
11453,SPY,1601061581301,329.42,100,213527,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,2,0,0
11454,SPY,1601061581301,329.42,100,213528,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,2,0,0
11455,SPY,1601061581301,329.42,100,213529,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,2,0,0
11456,SPY,1601061581447,329.43,100,213530,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,4,0,0
11457,SPY,1601061581548,329.43,100,213531,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,4,0,0
11458,SPY,1601061581548,329.43,100,213532,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,4,0,0
11459,SPY,1601061581629,329.43,100,213533,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,4,0,0
11460,SPY,1601061581629,329.43,309,213534,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,4,0,0
11461,SPY,1601061581629,329.43,200,213535,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,4,0,0
11462,SPY,1601061581629,329.43,100,213536,329.42,329.43,329.42,1400,900,100,1601061580897,1601061580675,4,0,0
11463,SPY,1601061581971,329.44,100,213537,329.44,329.45,329.44,800,200,100,1601061582107,1601061581971,2,0,0.020019531
11464,SPY,1601061582430,329.445,100,213538,329.44,329.45,329.44,800,200,100,1601061582107,1601061581971,2,0,0
11465,SPY,1601061582787,329.4484,100,213539,329.44,329.45,329.44,800,200,100,1601061582107,1601061581971,2,0,0
11466,SPY,1601061583214,329.45,100,213540,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,2,0,0.009979248
11467,SPY,1601061583214,329.45,100,213541,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,2,0,0
11468,SPY,1601061583214,329.45,100,213542,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,2,0,0
11469,SPY,1601061583446,329.4518,600,213543,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,2,0,0
11470,SPY,1601061583609,329.455,100,213544,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,2,0,0
11471,SPY,1601061583714,329.45,100,213545,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,2,0,0
11472,SPY,1601061583714,329.45,100,213546,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,2,0,0
11473,SPY,1601061583714,329.45,100,213547,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,2,0,0
11474,SPY,1601061583726,329.45,100,213548,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,2,0,0
11475,SPY,1601061583726,329.45,400,213549,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,2,0,0
11476,SPY,1601061583726,329.45,100,213550,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,2,0,0
11477,SPY,1601061583727,329.45,100,213551,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,2,0,0
11478,SPY,1601061583854,329.445,100,213552,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,1,0,0
11479,SPY,1601061583854,329.445,100,213553,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,1,0,0
11480,SPY,1601061583854,329.445,100,213554,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,1,0,0
11481,SPY,1601061583854,329.445,100,213555,329.45,329.46,329.4518,300,1900,600,1601061583386,1601061583446,1,0,0
